data/FNSet/18_831.binvox,41
data/FNSet/22_726.binvox,32
data/FNSet/12_684.binvox,10
data/FNSet/12_87.binvox,7
data/FNSet/9_312.binvox,4
data/FNSet/17_56.binvox,38
data/FNSet/11_354.binvox,46
data/FNSet/11_555.binvox,42
data/FNSet/12_311.binvox,39
data/FNSet/17_110.binvox,40
data/FNSet/3_767.binvox,17
data/FNSet/10_876.binvox,20
data/FNSet/18_436.binvox,35
data/FNSet/14_409.binvox,11
data/FNSet/9_232.binvox,35
data/FNSet/15_634.binvox,50
data/FNSet/8_318.binvox,22
data/FNSet/8_247.binvox,31
data/FNSet/17_960.binvox,56
data/FNSet/19_446.binvox,14
data/FNSet/11_188.binvox,25
data/FNSet/22_933.binvox,43
data/FNSet/22_48.binvox,46
data/FNSet/7_339.binvox,48
data/FNSet/20_430.binvox,41
data/FNSet/21_933.binvox,9
data/FNSet/2_33.binvox,27
data/FNSet/7_402.binvox,25
data/FNSet/21_807.binvox,6
data/FNSet/1_539.binvox,18
data/FNSet/13_239.binvox,36
data/FNSet/8_179.binvox,15
data/FNSet/5_996.binvox,25
data/FNSet/7_433.binvox,22
data/FNSet/0_660.binvox,41
data/FNSet/8_121.binvox,7
data/FNSet/1_679.binvox,44
data/FNSet/20_449.binvox,48
data/FNSet/23_708.binvox,36
data/FNSet/12_703.binvox,19
data/FNSet/7_201.binvox,41
data/FNSet/5_60.binvox,30
data/FNSet/7_697.binvox,47
data/FNSet/10_806.binvox,16
data/FNSet/14_532.binvox,27
data/FNSet/18_416.binvox,18
data/FNSet/18_885.binvox,30
data/FNSet/1_810.binvox,44
data/FNSet/8_113.binvox,40
data/FNSet/17_599.binvox,48
data/FNSet/9_438.binvox,40
data/FNSet/2_563.binvox,31
data/FNSet/15_727.binvox,55
data/FNSet/19_804.binvox,22
data/FNSet/5_695.binvox,32
data/FNSet/7_825.binvox,35
data/FNSet/12_485.binvox,36
data/FNSet/8_200.binvox,14
data/FNSet/14_900.binvox,26
data/FNSet/3_255.binvox,20
data/FNSet/5_487.binvox,38
data/FNSet/10_814.binvox,21
data/FNSet/4_970.binvox,34
data/FNSet/21_324.binvox,6
data/FNSet/16_188.binvox,54
data/FNSet/14_416.binvox,15
data/FNSet/0_579.binvox,45
data/FNSet/19_869.binvox,34
data/FNSet/10_199.binvox,21
data/FNSet/16_938.binvox,48
data/FNSet/20_86.binvox,26
data/FNSet/22_117.binvox,15
data/FNSet/16_665.binvox,52
data/FNSet/2_223.binvox,48
data/FNSet/2_721.binvox,45
data/FNSet/23_68.binvox,26
data/FNSet/15_951.binvox,42
data/FNSet/11_814.binvox,15
data/FNSet/12_372.binvox,21
data/FNSet/6_571.binvox,46
data/FNSet/15_813.binvox,32
data/FNSet/1_134.binvox,25
data/FNSet/17_87.binvox,30
data/FNSet/7_504.binvox,14
data/FNSet/11_825.binvox,9
data/FNSet/4_720.binvox,8
data/FNSet/4_890.binvox,20
data/FNSet/21_772.binvox,9
data/FNSet/9_54.binvox,14
data/FNSet/9_882.binvox,47
data/FNSet/1_695.binvox,47
data/FNSet/17_998.binvox,40
data/FNSet/22_433.binvox,22
data/FNSet/16_21.binvox,39
data/FNSet/21_997.binvox,9
data/FNSet/2_95.binvox,16
data/FNSet/16_765.binvox,50
data/FNSet/17_10.binvox,55
data/FNSet/11_775.binvox,26
data/FNSet/9_224.binvox,32
data/FNSet/7_119.binvox,49
data/FNSet/2_569.binvox,14
data/FNSet/4_129.binvox,24
data/FNSet/6_675.binvox,7
data/FNSet/4_877.binvox,7
data/FNSet/21_278.binvox,3
data/FNSet/21_409.binvox,3
data/FNSet/13_575.binvox,43
data/FNSet/2_268.binvox,36
data/FNSet/7_466.binvox,27
data/FNSet/5_392.binvox,44
data/FNSet/12_767.binvox,6
data/FNSet/10_484.binvox,19
data/FNSet/0_851.binvox,46
data/FNSet/17_205.binvox,52
data/FNSet/17_227.binvox,29
data/FNSet/1_511.binvox,35
data/FNSet/5_213.binvox,55
data/FNSet/23_981.binvox,38
data/FNSet/13_416.binvox,18
data/FNSet/8_252.binvox,27
data/FNSet/18_26.binvox,33
data/FNSet/18_510.binvox,27
data/FNSet/9_631.binvox,24
data/FNSet/9_477.binvox,43
data/FNSet/14_888.binvox,10
data/FNSet/10_1.binvox,6
data/FNSet/14_320.binvox,5
data/FNSet/9_560.binvox,47
data/FNSet/15_805.binvox,36
data/FNSet/10_341.binvox,21
data/FNSet/1_359.binvox,18
data/FNSet/5_535.binvox,24
data/FNSet/7_563.binvox,12
data/FNSet/13_830.binvox,8
data/FNSet/6_992.binvox,52
data/FNSet/0_604.binvox,28
data/FNSet/16_294.binvox,54
data/FNSet/19_727.binvox,10
data/FNSet/14_423.binvox,43
data/FNSet/7_288.binvox,13
data/FNSet/5_262.binvox,13
data/FNSet/18_143.binvox,30
data/FNSet/21_78.binvox,5
data/FNSet/15_287.binvox,11
data/FNSet/9_525.binvox,9
data/FNSet/14_70.binvox,5
data/FNSet/0_775.binvox,30
data/FNSet/14_158.binvox,15
data/FNSet/3_294.binvox,4
data/FNSet/18_505.binvox,13
data/FNSet/17_247.binvox,43
data/FNSet/14_491.binvox,10
data/FNSet/22_667.binvox,12
data/FNSet/12_754.binvox,13
data/FNSet/22_287.binvox,25
data/FNSet/18_836.binvox,55
data/FNSet/21_559.binvox,10
data/FNSet/15_627.binvox,26
data/FNSet/13_645.binvox,54
data/FNSet/11_761.binvox,46
data/FNSet/3_10.binvox,9
data/FNSet/7_215.binvox,9
data/FNSet/5_719.binvox,18
data/FNSet/0_665.binvox,32
data/FNSet/23_355.binvox,45
data/FNSet/11_131.binvox,40
data/FNSet/12_408.binvox,14
data/FNSet/12_49.binvox,13
data/FNSet/1_747.binvox,34
data/FNSet/14_780.binvox,21
data/FNSet/19_557.binvox,47
data/FNSet/14_433.binvox,41
data/FNSet/14_407.binvox,15
data/FNSet/8_627.binvox,13
data/FNSet/7_618.binvox,20
data/FNSet/4_373.binvox,46
data/FNSet/2_728.binvox,35
data/FNSet/17_614.binvox,51
data/FNSet/20_366.binvox,38
data/FNSet/22_949.binvox,39
data/FNSet/22_583.binvox,14
data/FNSet/18_175.binvox,13
data/FNSet/22_571.binvox,36
data/FNSet/18_931.binvox,10
data/FNSet/9_609.binvox,32
data/FNSet/11_872.binvox,17
data/FNSet/15_710.binvox,56
data/FNSet/4_984.binvox,10
data/FNSet/3_404.binvox,9
data/FNSet/17_178.binvox,27
data/FNSet/6_416.binvox,27
data/FNSet/1_445.binvox,42
data/FNSet/21_663.binvox,2
data/FNSet/20_680.binvox,41
data/FNSet/16_490.binvox,37
data/FNSet/19_534.binvox,27
data/FNSet/4_357.binvox,9
data/FNSet/8_63.binvox,29
data/FNSet/12_517.binvox,6
data/FNSet/3_43.binvox,6
data/FNSet/13_465.binvox,13
data/FNSet/4_161.binvox,18
data/FNSet/16_561.binvox,53
data/FNSet/5_163.binvox,14
data/FNSet/22_178.binvox,17
data/FNSet/14_950.binvox,36
data/FNSet/19_495.binvox,16
data/FNSet/23_926.binvox,23
data/FNSet/11_900.binvox,41
data/FNSet/16_415.binvox,52
data/FNSet/21_853.binvox,11
data/FNSet/20_422.binvox,40
data/FNSet/2_336.binvox,43
data/FNSet/22_886.binvox,24
data/FNSet/23_480.binvox,34
data/FNSet/4_34.binvox,25
data/FNSet/7_413.binvox,25
data/FNSet/10_572.binvox,18
data/FNSet/7_730.binvox,35
data/FNSet/12_965.binvox,9
data/FNSet/8_342.binvox,17
data/FNSet/3_987.binvox,7
data/FNSet/9_901.binvox,8
data/FNSet/0_6.binvox,51
data/FNSet/4_603.binvox,28
data/FNSet/7_392.binvox,9
data/FNSet/16_229.binvox,47
data/FNSet/8_979.binvox,41
data/FNSet/15_661.binvox,55
data/FNSet/12_298.binvox,30
data/FNSet/14_786.binvox,32
data/FNSet/22_853.binvox,42
data/FNSet/15_646.binvox,35
data/FNSet/19_930.binvox,45
data/FNSet/4_765.binvox,12
data/FNSet/23_868.binvox,30
data/FNSet/15_19.binvox,45
data/FNSet/12_841.binvox,12
data/FNSet/8_642.binvox,13
data/FNSet/2_748.binvox,49
data/FNSet/8_654.binvox,16
data/FNSet/6_956.binvox,50
data/FNSet/13_82.binvox,31
data/FNSet/0_415.binvox,30
data/FNSet/5_703.binvox,37
data/FNSet/5_650.binvox,45
data/FNSet/3_273.binvox,22
data/FNSet/1_964.binvox,24
data/FNSet/2_792.binvox,36
data/FNSet/21_177.binvox,8
data/FNSet/17_122.binvox,50
data/FNSet/3_376.binvox,28
data/FNSet/18_315.binvox,26
data/FNSet/11_517.binvox,20
data/FNSet/2_44.binvox,29
data/FNSet/4_38.binvox,35
data/FNSet/19_246.binvox,46
data/FNSet/15_474.binvox,53
data/FNSet/20_145.binvox,24
data/FNSet/16_268.binvox,33
data/FNSet/13_185.binvox,15
data/FNSet/1_706.binvox,20
data/FNSet/15_864.binvox,50
data/FNSet/21_814.binvox,5
data/FNSet/17_378.binvox,42
data/FNSet/12_378.binvox,38
data/FNSet/0_663.binvox,50
data/FNSet/13_110.binvox,24
data/FNSet/6_895.binvox,16
data/FNSet/1_353.binvox,27
data/FNSet/19_679.binvox,4
data/FNSet/16_389.binvox,14
data/FNSet/23_832.binvox,23
data/FNSet/11_674.binvox,18
data/FNSet/10_773.binvox,26
data/FNSet/13_858.binvox,42
data/FNSet/15_994.binvox,7
data/FNSet/3_852.binvox,17
data/FNSet/7_178.binvox,15
data/FNSet/23_80.binvox,43
data/FNSet/0_511.binvox,1000
data/FNSet/10_680.binvox,42
data/FNSet/13_944.binvox,50
data/FNSet/8_651.binvox,33
data/FNSet/23_569.binvox,13
data/FNSet/21_62.binvox,6
data/FNSet/1_730.binvox,42
data/FNSet/4_842.binvox,35
data/FNSet/23_374.binvox,45
data/FNSet/15_875.binvox,54
data/FNSet/20_150.binvox,34
data/FNSet/1_927.binvox,44
data/FNSet/17_58.binvox,56
data/FNSet/20_845.binvox,12
data/FNSet/16_662.binvox,37
data/FNSet/22_171.binvox,40
data/FNSet/23_769.binvox,37
data/FNSet/19_26.binvox,15
data/FNSet/12_811.binvox,39
data/FNSet/2_277.binvox,35
data/FNSet/12_239.binvox,28
data/FNSet/0_711.binvox,45
data/FNSet/10_178.binvox,19
data/FNSet/16_706.binvox,49
data/FNSet/15_492.binvox,14
data/FNSet/1_929.binvox,48
data/FNSet/17_285.binvox,45
data/FNSet/15_896.binvox,35
data/FNSet/2_938.binvox,32
data/FNSet/2_739.binvox,40
data/FNSet/23_89.binvox,30
data/FNSet/18_681.binvox,10
data/FNSet/2_606.binvox,28
data/FNSet/22_823.binvox,26
data/FNSet/4_132.binvox,52
data/FNSet/2_733.binvox,18
data/FNSet/13_49.binvox,21
data/FNSet/6_894.binvox,31
data/FNSet/19_295.binvox,5
data/FNSet/0_902.binvox,27
data/FNSet/18_640.binvox,6
data/FNSet/11_180.binvox,31
data/FNSet/10_358.binvox,54
data/FNSet/1_92.binvox,46
data/FNSet/6_305.binvox,51
data/FNSet/23_973.binvox,42
data/FNSet/20_277.binvox,20
data/FNSet/0_476.binvox,22
data/FNSet/0_490.binvox,50
data/FNSet/0_239.binvox,45
data/FNSet/5_504.binvox,13
data/FNSet/1_770.binvox,26
data/FNSet/6_709.binvox,53
data/FNSet/21_859.binvox,3
data/FNSet/10_193.binvox,12
data/FNSet/5_442.binvox,20
data/FNSet/11_24.binvox,21
data/FNSet/4_134.binvox,17
data/FNSet/7_623.binvox,35
data/FNSet/8_867.binvox,23
data/FNSet/10_93.binvox,19
data/FNSet/8_562.binvox,21
data/FNSet/22_773.binvox,29
data/FNSet/1_499.binvox,15
data/FNSet/17_376.binvox,43
data/FNSet/7_796.binvox,38
data/FNSet/20_968.binvox,12
data/FNSet/23_23.binvox,42
data/FNSet/13_960.binvox,56
data/FNSet/9_282.binvox,20
data/FNSet/21_58.binvox,12
data/FNSet/10_597.binvox,18
data/FNSet/4_969.binvox,5
data/FNSet/18_666.binvox,26
data/FNSet/3_970.binvox,35
data/FNSet/12_406.binvox,23
data/FNSet/17_475.binvox,42
data/FNSet/23_488.binvox,34
data/FNSet/9_543.binvox,12
data/FNSet/14_538.binvox,31
data/FNSet/6_146.binvox,50
data/FNSet/23_478.binvox,18
data/FNSet/16_964.binvox,39
data/FNSet/2_405.binvox,15
data/FNSet/19_698.binvox,7
data/FNSet/20_938.binvox,26
data/FNSet/21_68.binvox,3
data/FNSet/11_585.binvox,33
data/FNSet/12_895.binvox,13
data/FNSet/22_900.binvox,30
data/FNSet/4_650.binvox,28
data/FNSet/2_244.binvox,33
data/FNSet/14_915.binvox,31
data/FNSet/21_414.binvox,6
data/FNSet/22_501.binvox,21
data/FNSet/8_589.binvox,25
data/FNSet/23_390.binvox,31
data/FNSet/2_204.binvox,20
data/FNSet/6_625.binvox,50
data/FNSet/1_865.binvox,44
data/FNSet/22_228.binvox,45
data/FNSet/1_890.binvox,20
data/FNSet/19_547.binvox,44
data/FNSet/8_291.binvox,9
data/FNSet/10_906.binvox,17
data/FNSet/0_310.binvox,25
data/FNSet/11_371.binvox,14
data/FNSet/7_135.binvox,23
data/FNSet/11_35.binvox,45
data/FNSet/4_926.binvox,22
data/FNSet/22_380.binvox,12
data/FNSet/20_487.binvox,26
data/FNSet/22_734.binvox,18
data/FNSet/17_747.binvox,43
data/FNSet/2_422.binvox,40
data/FNSet/14_870.binvox,39
data/FNSet/18_560.binvox,54
data/FNSet/2_764.binvox,27
data/FNSet/8_689.binvox,14
data/FNSet/20_592.binvox,20
data/FNSet/13_649.binvox,48
data/FNSet/11_943.binvox,43
data/FNSet/0_636.binvox,39
data/FNSet/20_333.binvox,19
data/FNSet/3_522.binvox,32
data/FNSet/2_389.binvox,44
data/FNSet/11_671.binvox,29
data/FNSet/5_495.binvox,41
data/FNSet/1_89.binvox,13
data/FNSet/7_736.binvox,36
data/FNSet/9_280.binvox,14
data/FNSet/18_866.binvox,22
data/FNSet/23_715.binvox,19
data/FNSet/9_726.binvox,25
data/FNSet/10_287.binvox,12
data/FNSet/21_976.binvox,2
data/FNSet/16_290.binvox,53
data/FNSet/7_262.binvox,36
data/FNSet/18_71.binvox,37
data/FNSet/19_370.binvox,4
data/FNSet/2_309.binvox,33
data/FNSet/18_547.binvox,32
data/FNSet/16_146.binvox,51
data/FNSet/13_833.binvox,16
data/FNSet/17_340.binvox,27
data/FNSet/18_206.binvox,38
data/FNSet/17_962.binvox,41
data/FNSet/18_356.binvox,46
data/FNSet/21_616.binvox,10
data/FNSet/7_958.binvox,33
data/FNSet/15_42.binvox,31
data/FNSet/12_564.binvox,19
data/FNSet/0_370.binvox,41
data/FNSet/14_168.binvox,12
data/FNSet/18_125.binvox,52
data/FNSet/8_841.binvox,10
data/FNSet/12_104.binvox,11
data/FNSet/21_657.binvox,4
data/FNSet/4_31.binvox,39
data/FNSet/19_622.binvox,2
data/FNSet/21_835.binvox,6
data/FNSet/18_974.binvox,26
data/FNSet/22_952.binvox,10
data/FNSet/23_99.binvox,17
data/FNSet/6_210.binvox,45
data/FNSet/20_584.binvox,39
data/FNSet/22_540.binvox,10
data/FNSet/4_655.binvox,29
data/FNSet/8_8.binvox,9
data/FNSet/2_701.binvox,31
data/FNSet/18_843.binvox,13
data/FNSet/11_112.binvox,46
data/FNSet/14_420.binvox,22
data/FNSet/9_970.binvox,28
data/FNSet/14_522.binvox,39
data/FNSet/10_745.binvox,21
data/FNSet/20_768.binvox,20
data/FNSet/12_954.binvox,33
data/FNSet/23_5.binvox,41
data/FNSet/18_54.binvox,33
data/FNSet/3_134.binvox,32
data/FNSet/14_782.binvox,27
data/FNSet/9_152.binvox,16
data/FNSet/3_504.binvox,30
data/FNSet/20_997.binvox,40
data/FNSet/8_257.binvox,36
data/FNSet/14_512.binvox,37
data/FNSet/16_636.binvox,55
data/FNSet/3_774.binvox,46
data/FNSet/3_667.binvox,5
data/FNSet/21_263.binvox,9
data/FNSet/9_241.binvox,9
data/FNSet/10_483.binvox,23
data/FNSet/10_545.binvox,28
data/FNSet/17_520.binvox,31
data/FNSet/10_71.binvox,21
data/FNSet/20_983.binvox,41
data/FNSet/16_840.binvox,27
data/FNSet/17_694.binvox,16
data/FNSet/4_330.binvox,19
data/FNSet/0_483.binvox,48
data/FNSet/13_218.binvox,53
data/FNSet/9_108.binvox,9
data/FNSet/2_594.binvox,21
data/FNSet/5_361.binvox,33
data/FNSet/22_805.binvox,11
data/FNSet/11_408.binvox,39
data/FNSet/2_783.binvox,11
data/FNSet/20_448.binvox,41
data/FNSet/2_133.binvox,34
data/FNSet/13_162.binvox,35
data/FNSet/17_802.binvox,46
data/FNSet/4_826.binvox,14
data/FNSet/23_561.binvox,32
data/FNSet/21_535.binvox,10
data/FNSet/21_884.binvox,8
data/FNSet/11_386.binvox,7
data/FNSet/23_323.binvox,35
data/FNSet/15_975.binvox,53
data/FNSet/23_737.binvox,10
data/FNSet/9_433.binvox,47
data/FNSet/23_848.binvox,29
data/FNSet/6_732.binvox,40
data/FNSet/2_857.binvox,11
data/FNSet/4_184.binvox,8
data/FNSet/3_671.binvox,31
data/FNSet/10_791.binvox,41
data/FNSet/0_458.binvox,38
data/FNSet/17_876.binvox,43
data/FNSet/6_656.binvox,22
data/FNSet/9_531.binvox,23
data/FNSet/5_705.binvox,33
data/FNSet/16_349.binvox,54
data/FNSet/1_763.binvox,44
data/FNSet/15_638.binvox,14
data/FNSet/7_19.binvox,23
data/FNSet/0_887.binvox,26
data/FNSet/13_183.binvox,21
data/FNSet/5_231.binvox,48
data/FNSet/14_348.binvox,17
data/FNSet/5_161.binvox,55
data/FNSet/2_727.binvox,45
data/FNSet/9_333.binvox,7
data/FNSet/20_236.binvox,15
data/FNSet/22_936.binvox,38
data/FNSet/1_540.binvox,37
data/FNSet/18_612.binvox,46
data/FNSet/22_997.binvox,47
data/FNSet/21_37.binvox,8
data/FNSet/20_792.binvox,17
data/FNSet/10_448.binvox,5
data/FNSet/8_183.binvox,25
data/FNSet/17_776.binvox,42
data/FNSet/13_380.binvox,30
data/FNSet/16_256.binvox,49
data/FNSet/17_752.binvox,34
data/FNSet/15_464.binvox,33
data/FNSet/9_193.binvox,17
data/FNSet/5_209.binvox,49
data/FNSet/19_941.binvox,47
data/FNSet/3_681.binvox,16
data/FNSet/0_809.binvox,24
data/FNSet/21_116.binvox,10
data/FNSet/8_177.binvox,23
data/FNSet/14_109.binvox,8
data/FNSet/17_966.binvox,27
data/FNSet/0_351.binvox,43
data/FNSet/7_973.binvox,52
data/FNSet/23_595.binvox,38
data/FNSet/13_769.binvox,45
data/FNSet/13_158.binvox,21
data/FNSet/12_586.binvox,21
data/FNSet/10_242.binvox,9
data/FNSet/15_302.binvox,46
data/FNSet/13_689.binvox,12
data/FNSet/23_234.binvox,34
data/FNSet/20_754.binvox,42
data/FNSet/15_949.binvox,16
data/FNSet/11_65.binvox,48
data/FNSet/1_972.binvox,18
data/FNSet/15_144.binvox,34
data/FNSet/23_997.binvox,47
data/FNSet/17_298.binvox,53
data/FNSet/23_806.binvox,41
data/FNSet/12_774.binvox,15
data/FNSet/5_468.binvox,20
data/FNSet/15_307.binvox,35
data/FNSet/10_439.binvox,24
data/FNSet/5_879.binvox,41
data/FNSet/20_867.binvox,38
data/FNSet/17_283.binvox,47
data/FNSet/23_48.binvox,24
data/FNSet/20_35.binvox,23
data/FNSet/10_38.binvox,12
data/FNSet/8_124.binvox,31
data/FNSet/13_21.binvox,37
data/FNSet/2_108.binvox,17
data/FNSet/2_404.binvox,37
data/FNSet/13_751.binvox,7
data/FNSet/2_77.binvox,23
data/FNSet/5_631.binvox,33
data/FNSet/11_533.binvox,9
data/FNSet/7_872.binvox,48
data/FNSet/11_939.binvox,21
data/FNSet/15_639.binvox,24
data/FNSet/16_393.binvox,43
data/FNSet/8_729.binvox,41
data/FNSet/20_874.binvox,45
data/FNSet/2_403.binvox,41
data/FNSet/8_879.binvox,24
data/FNSet/5_170.binvox,22
data/FNSet/12_140.binvox,42
data/FNSet/12_640.binvox,42
data/FNSet/10_504.binvox,16
data/FNSet/12_223.binvox,38
data/FNSet/13_673.binvox,28
data/FNSet/6_75.binvox,40
data/FNSet/0_43.binvox,49
data/FNSet/21_838.binvox,4
data/FNSet/14_656.binvox,23
data/FNSet/14_562.binvox,26
data/FNSet/2_471.binvox,35
data/FNSet/18_347.binvox,33
data/FNSet/10_521.binvox,13
data/FNSet/13_215.binvox,13
data/FNSet/8_902.binvox,16
data/FNSet/4_764.binvox,26
data/FNSet/3_914.binvox,37
data/FNSet/10_533.binvox,5
data/FNSet/3_576.binvox,15
data/FNSet/23_967.binvox,37
data/FNSet/21_191.binvox,4
data/FNSet/13_124.binvox,41
data/FNSet/11_186.binvox,14
data/FNSet/2_937.binvox,24
data/FNSet/14_679.binvox,8
data/FNSet/20_470.binvox,26
data/FNSet/4_1000.binvox,12
data/FNSet/20_613.binvox,52
data/FNSet/20_299.binvox,33
data/FNSet/4_177.binvox,29
data/FNSet/4_597.binvox,24
data/FNSet/13_302.binvox,45
data/FNSet/9_309.binvox,28
data/FNSet/16_838.binvox,21
data/FNSet/14_671.binvox,31
data/FNSet/1_216.binvox,26
data/FNSet/11_928.binvox,37
data/FNSet/19_265.binvox,21
data/FNSet/9_10.binvox,38
data/FNSet/1_930.binvox,39
data/FNSet/19_612.binvox,29
data/FNSet/0_959.binvox,11
data/FNSet/7_105.binvox,21
data/FNSet/7_522.binvox,41
data/FNSet/5_560.binvox,30
data/FNSet/9_119.binvox,41
data/FNSet/21_904.binvox,3
data/FNSet/23_720.binvox,28
data/FNSet/16_406.binvox,47
data/FNSet/22_422.binvox,47
data/FNSet/10_922.binvox,24
data/FNSet/8_471.binvox,38
data/FNSet/0_914.binvox,49
data/FNSet/4_978.binvox,28
data/FNSet/11_796.binvox,21
data/FNSet/4_728.binvox,36
data/FNSet/18_429.binvox,47
data/FNSet/12_761.binvox,33
data/FNSet/11_772.binvox,36
data/FNSet/23_163.binvox,35
data/FNSet/10_513.binvox,15
data/FNSet/16_445.binvox,44
data/FNSet/16_107.binvox,50
data/FNSet/1_631.binvox,13
data/FNSet/2_929.binvox,16
data/FNSet/4_424.binvox,18
data/FNSet/14_284.binvox,19
data/FNSet/16_744.binvox,44
data/FNSet/8_978.binvox,6
data/FNSet/13_253.binvox,34
data/FNSet/15_789.binvox,42
data/FNSet/7_474.binvox,18
data/FNSet/13_8.binvox,52
data/FNSet/5_232.binvox,39
data/FNSet/7_247.binvox,43
data/FNSet/7_769.binvox,10
data/FNSet/16_505.binvox,49
data/FNSet/15_208.binvox,9
data/FNSet/3_143.binvox,27
data/FNSet/14_127.binvox,41
data/FNSet/23_107.binvox,46
data/FNSet/17_685.binvox,41
data/FNSet/20_844.binvox,42
data/FNSet/15_153.binvox,21
data/FNSet/7_765.binvox,49
data/FNSet/1_781.binvox,21
data/FNSet/4_518.binvox,25
data/FNSet/4_28.binvox,26
data/FNSet/6_374.binvox,9
data/FNSet/8_413.binvox,29
data/FNSet/8_921.binvox,9
data/FNSet/10_27.binvox,22
data/FNSet/1_49.binvox,47
data/FNSet/21_56.binvox,8
data/FNSet/0_21.binvox,45
data/FNSet/20_483.binvox,41
data/FNSet/15_753.binvox,34
data/FNSet/10_400.binvox,46
data/FNSet/16_516.binvox,48
data/FNSet/18_177.binvox,31
data/FNSet/19_819.binvox,25
data/FNSet/15_109.binvox,27
data/FNSet/7_571.binvox,49
data/FNSet/16_732.binvox,50
data/FNSet/13_231.binvox,48
data/FNSet/4_598.binvox,11
data/FNSet/22_170.binvox,40
data/FNSet/16_933.binvox,36
data/FNSet/17_856.binvox,49
data/FNSet/20_941.binvox,11
data/FNSet/16_202.binvox,36
data/FNSet/23_275.binvox,35
data/FNSet/1_167.binvox,19
data/FNSet/15_213.binvox,53
data/FNSet/7_860.binvox,39
data/FNSet/0_463.binvox,37
data/FNSet/11_81.binvox,37
data/FNSet/23_485.binvox,11
data/FNSet/17_651.binvox,37
data/FNSet/12_686.binvox,41
data/FNSet/6_412.binvox,21
data/FNSet/6_424.binvox,32
data/FNSet/21_864.binvox,11
data/FNSet/13_354.binvox,53
